"COLUMN_NAME"	"LABEL"	"LEGAL_VALUES"	"RANGE_HIGH"	"RANGE_LOW"	"SCREEN_PASS"	"UNITS"	"VAR_TYPE"
"SMCLAD_PDEN"	"Percent of density (indiv./L) of individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD_PIND"	"Percent of individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD_PTAX"	"Percent of distinct small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"			
"SMCLAD300_BIO"	"Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net subsamples combined)"		"2500"	"0"	"YES"		
"SMCLAD300_NAT_BIO"	"Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net subsamples combined)"		"2500"	"0"	"YES"		
"SMCLAD300_NAT_NTAX"	"Number of distinct taxa represented by native small cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"15"	"0"			
"SMCLAD300_NAT_PBIO"	"Percent of biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD300_NAT_PIND"	"Percent of native individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD300_NAT_PTAX"	"Percent of distinct native small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"SMCLAD300_NTAX"	"Number of distinct taxa represented by small cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"15"	"0"			
"SMCLAD300_PBIO"	"Percent of biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD300_PIND"	"Percent of individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD300_PTAX"	"Percent of distinct small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"TOTL_BIO"	"Total biomass of individuals (coarse and fine net samples combined)"		"6000"	"0"			
"TOTL_DEN"	"Total density (Indiv./L) based on all individuals (coarse and fine net samples combined)"		"85000"	"0"			
"TOTL_NAT_BIO"	"Total biomass of native individuals (coarse and fine net samples combined)"		"6000"	"0"			
"TOTL_NAT_DEN"	"Total density (Indiv./L) of native individuals (coarse and fine net samples combined)"		"85000"	"0"			
"TOTL_NAT_NTAX"	"Total number of distinct native taxa (coarse and fine net samples combined)"		"40"	"0"	"YES"		
"TOTL_NAT_PBIO"	"Percent of biomass represented by native individuals (coarse and fine net samples combined)"		"100"	"0"			
"TOTL_NAT_PDEN"	"Percent of density (Indiv./L) of native individuals (coarse and fine net samples combined)"		"100"	"0"			
"TOTL_NAT_PIND"	"Percent of native individuals (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"TOTL_NAT_PTAX"	"Percent of distinct native taxa (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"TOTL_NTAX"	"Total number of distinct taxa (coarse and fine net samples combined)"		"40"	"0"	"YES"		
"TOTL300_BIO"	"Total biomass of individuals in 300-count subsamples (coarse and fine net subsamples combined)"		"6000"	"0"	"YES"		
"TOTL300_NAT_BIO"	"Total biomass of native individuals in 300-count subsamples (coarse and fine net subsamples combined)"		"6000"	"0"	"YES"		
"TOTL300_NAT_NTAX"	"Total number of distinct native taxa in the 300-count subsamples (coarse and fine net samples combined)"		"40"	"0"	"YES"		
"TOTL300_NAT_PBIO"	"Percent of biomass represented by individuals in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"TOTL300_NAT_PIND"	"Percent of native individuals in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"TOTL300_NAT_PTAX"	"Percent of distinct native taxa in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"TOTL300_NTAX"	"Total number of distinct taxa in the 300-count subsamples (coarse and fine net samples combined)"		"40"	"0"			
"UID"	"Unique identifier for the site/visit"	"0"					
"UNIQUE_ID"	"Unique site ID based on location that does not depend on year sampled or any other factor. Form is NLA_ss_nnnnn  where ss state and nnnnn is number that starts at 10001. Includes both PROB and HAND lake types"						
"VISIT_NO"	"Sequential number of visit to site"	"|1|2"					
"ZOCN_BIO"	"Biomass represented by individuals in the coarse-mesh net sample (150-um)"		"3000"	"0"			
"ZOCN_DEN"	"Density (indiv./L) of individuals in the coarse mesh net sample (150-um)"		"3000"	"0"	"YES"		
"ZOCN_FAM_NAT_NTAX"	"Number of families represented by distinct native taxa in the coarse-mesh net sample (150 um)"		"15"	"0"			
"ZOCN_FAM_NTAX"	"Number of families represented by distinct taxa in the coarse-mesh net sample (150 um)"		"15"	"0"			
"ZOCN_GEN_NAT_NTAX"	"Number of genera represented by distinct native taxa in the coarse-mesh net sample (150 um)"		"20"	"0"			
"ZOCN_GEN_NTAX"	"Number of genera represented by distinct taxa in the coarse-mesh net sample (150 um)"		"20"	"0"			
"ZOCN_NAT_BIO"	"Biomass represented by native individuals in the coarse-esh net sample (150-um)"		"3000"	"0"			
"ZOCN_NAT_DEN"	"Density (indiv./L) of native individuals in the coarse-mesh net sample (150-um)"		"3000"	"0"	"YES"		
"ZOCN_NAT_NTAX"	"Number of distinct native taxa in the coarse-mesh net sample (150-um)"		"35"	"0"			
"ZOCN_NAT_PBIO"	"Percent of biomass represented by native individuals in the coarse-mesh net sample (150-um)"		"100"	"0"			
"ZOCN_NAT_PDEN"	"Percent of density (indiv./L) of native individuals in the coarse-mesh net sample (150-um)"		"100"	"0"	"YES"		
"ZOCN_NAT_PIND"	"Percent of native individuals in the coarse-mesh net sample (150-um)"		"100"	"0"			
"ZOCN_NAT_PTAX"	"Percent of distinct taxa represented by native individuals in coarse-mesh net sample (150-um)"		"100"	"0"	"YES"		
"ZOCN_NOT_COLLECTED"	"Coarse mesh zooplankton sample not collected (Y|blank)"						
"ZOCN_NTAX"	"Number of distinct taxa in the coarse-mesh net sample (150-um)"		"35"	"0"			
"ZOCN_SAMPLE_ID"	"Sample id - zooplankton coarse"	"0"					
"ZOCN300_BIO"	"Biomass of individuals in the 300-count subsample of the coarse-mesh net sample (150 um)"		"3000"	"0"	"YES"		
"ZOCN300_FAM_NAT_NTAX"	"Number of families represented by distinct native taxa in the coarse-mesh net sample (150 um)"		"15"	"0"			
"ZOCN300_FAM_NTAX"	"Number of families represented by distinct taxa in the 300-count subsample from the coarse-mesh net sample (150 um)"		"15"	"0"	"YES"		
"ZOCN300_GEN_NAT_NTAX"	"Number of genera represented by distinct native taxa in the 300-count subsample from the coarse-mesh net sample (150 um)"		"20"	"0"			
"ZOCN300_GEN_NTAX"	"Number of genera represented by distinct taxa in the 300-count subsample from the coarse-mesh net sample (150 um)"		"20"	"0"			
"ZOCN300_NAT_BIO"	"Biomass of native individuals in the 300-count subsample of the coarse-mesh net sample (150 um)"		"3000"	"0"	"YES"		
"ZOCN300_NAT_NTAX"	"Number of distinct native taxa in the 300-count subsample from the coarse-mesh net sample (150-um)"		"25"	"0"			
"ZOCN300_NAT_PBIO"	"Percent of biomass represented by native individuals in the 300-count subsample from the coarse-mesh net sample (150-um)"		"100"	"0"			
"ZOCN300_NAT_PIND"	"Percent of native individuals in the 300-count subsamples from the coarse-mesh net sample (150-um)"		"100"	"0"			
"ZOCN300_NAT_PTAX"	"Percent of distinct taxa represented by native individuals in the 300-couont subsample from the coarse-mesh net sample (150-um)"		"100"	"0"	"YES"		
"ZOCN300_NTAX"	"Number of distinct taxa in the 300-count subsample from the coarse-mesh net sample (150-um)"		"35"	"0"			
"ZOFN_BIO"	"Biomass represented by individuals in the fine-mesh net sample (50-um)"		"6000"	"0"	"YES"		
"ZOFN_DEN"	"Density (indiv./L) of individuals in the fine-mesh net sample (50-um)"		"85000"	"0"			
"ZOFN_FAM_NAT_NTAX"	"Number of families represented by distinct native taxa in the fine-mesh net sample (50-um)"		"20"	"0"	"YES"		
"ZOFN_FAM_NTAX"	"Number of families represented by distinct taxa in the fine-mesh net sample (50-um)"		"20"	"0"	"YES"		
"ZOFN_GEN_NAT_NTAX"	"Number of genera represented by distinct native taxa in the fine-mesh net sample (50-um mesh)"		"25"	"0"	"YES"		
"ZOFN_GEN_NTAX"	"Number of genera represented by distinct taxa in fine-mesh net sample (50-um)"		"25"	"0"	"YES"		
"ZOFN_NAT_BIO"	"Biomass represented by native individuals in the fine-mesh net sample (50-um)"		"6000"	"0"			
"ZOFN_NAT_DEN"	"Density (indiv./L) of individuals in the fine-mesh net sample (50-um)"		"85000"	"0"			
"ZOFN_NAT_NTAX"	"Number of distinct native taxa in the fine-mesh net sample (50-um mesh)"		"25"	"0"	"YES"		
"ZOFN_NAT_PBIO"	"Percent of biomass represented by native individuals in the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN_NAT_PDEN"	"Percent of density (indiv./L) of native individuals in the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN_NAT_PIND"	"Percent of native individuals in the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN_NAT_PTAX"	"Percent of distinct taxa represented by native individuals in the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN_NOT_COLLECTED"	"Fine mesh zooplankton sample not collected (Y|blank)"						
"ZOFN_NTAX"	"Number of distinct taxa in the fine-mesh net sample (50-um)"		"35"	"0"	"YES"		
"ZOFN_SAMPLE_ID"	"Sample id - zooplankton fine"	"0"					
"ZOFN300_BIO"	"Biomass of individuals in the 300-count subsample of the fine-mesh net sample (50 um)"		"6000"	"0"			
"ZOFN300_FAM_NAT_NTAX"	"Number of families represented by distinct native taxa in the fine-mesh net sample (50 um)"		"20"	"0"	"YES"		
"ZOFN300_FAM_NTAX"	"Number of families represented by distinct taxa in the 300-count subsample from the fine-mesh net sample (50 um)"		"20"	"0"	"YES"		
"ZOFN300_GEN_NAT_NTAX"	"Number of genera represented by distinct native taxa in the 300-count subsample from the fine-mesh net sample (50 um)"		"25"	"0"	"YES"		
"ZOFN300_GEN_NTAX"	"Number of genera represented by distinct taxa in the 300-count subsample from the fine-mesh net sample (50 um)"		"25"	"0"	"YES"		
"ZOFN300_NAT_BIO"	"Biomass of native individuals in the 300-count subsample of the fine-mesh net sample (50 um)"		"6000"	"0"			
"ZOFN300_NAT_NTAX"	"Number of distinct native taxa in the 300-count subsample from the fine-mesh net sample (50-um)"		"25"	"0"			
"ZOFN300_NAT_PBIO"	"Percent of biomass represented by native individuals in the 300-coount subsample from the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN300_NAT_PIND"	"Percent of native individuals in the 300-count subsample from the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN300_NAT_PTAX"	"Percent of distinct taxa represented by native individuals in the 300-count subsample from the fine-mesh net sample (50-um)"		"100"	"0"			
"ZOFN300_NTAX"	"Number of distinct taxa in the 300-count subsample from the fine-mesh net sample (50-um)"		"25"	"0"	"YES"		
