COLUMN_NAME	LABEL	LEGAL_VALUES
RVNUNDWOODY_SYN	"count of values of understory nonwoody cover synthesizing the 2007 protocol using U_WOODY, U_WOODY_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
RVVCANBIG_DD	"stdev of canopy cover by trees > 30 cm dbh in the drawdown zone using C_BIGTREES_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVCANBIG_RIP	"stdev of canopy cover by trees > 30 cm dbh in the riparian zone using C_BIGTREES (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVCANBIG_SYN	"stdev of canopy cover by trees > 30 cm dbh synthesizing the 2007 protocol using C_BIGTREES, C_BIGTREES_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVCANSMALL_DD	"stdev of canopy cover by trees < 30 cm dbh in the drawdown zone using C_SMALLTREES_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVCANSMALL_RIP	"stdev of canopy cover by trees < 30 cm dbh in the riparian zone using C_SMALLTREES (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVCANSMALL_SYN	"stdev of canopy cover by trees < 30 cm dbh synthesizing the 2007 protocol using C_SMALLTREES, C_SMALLTREES_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVGNDBARE_DD	"stdev of ground lacking cover in the drawdown zone using GC_BARE_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVGNDBARE_RIP	"stdev of ground lacking cover in the riparian zone using GC_BARE (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVGNDBARE_SYN	"stdev of ground lacking cover synthesizing the 2007 protocol using GC_BARE, GC_BARE_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVGNDINUNDATED_DD	"stdev of inundated ground cover in the drawdown zone using GC_INUNDATED_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVGNDINUNDATED_RIP	"stdev of inundated ground cover in the riparian zone using GC_INUNDATED (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVGNDINUNDATED_SYN	"stdev of inundated ground cover synthesizing the 2007 protocol using GC_INUNDATED, GC_INUNDATED_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVGNDNONW_DD	"stdev of nonwoody ground cover in the drawdown zone using GC_NONWOODY_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVGNDNONW_RIP	"stdev of nonwoody ground cover in the riparian zone using GC_NONWOODY (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVGNDNONW_SYN	"stdev of nonwoody ground cover synthesizing the 2007 protocol using GC_NONWOODY, GC_NONWOODY_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVGNDWOODY_DD	"stdev of woody ground cover in the drawdown zone using GC_WOODY_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVGNDWOODY_RIP	"stdev of woody ground cover in the riparian zone using GC_WOODY (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVGNDWOODY_SYN	"stdev of woody ground cover synthesizing the 2007 protocol using GC_WOODY, GC_WOODY_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVUNDNONW_DD	"stdev of understory cover by nonwoody vegetation in the drawdown zone using U_NONWOODY_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVUNDNONW_RIP	"stdev of understory cover by nonwoody vegetation in the riparian zone using U_NONWOODY (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVUNDNONW_SYN	"stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol using U_NONWOODY, U_NONWOODY_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
RVVUNDWOODY_DD	"stdev of understory cover by nonwoody vegetation in the drawdown zone using U_WOODY_DD (stdev(wtA, wtB... wtJ) in the drawdown zone)"	
RVVUNDWOODY_RIP	"stdev of understory cover by nonwoody vegetation in the riparian zone using U_WOODY (stdev(wtA, wtB... wtJ) in the riparian zone)"	
RVVUNDWOODY_SYN	"stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol using U_WOODY, U_WOODY_DD, HORIZ_DIST_DD (stdev(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
SIFPISLAND	"fractional presence of stations at an island using ISLAND (mean(islandAtA, islandAtB, ... islandAtJ))"	
SINDEPTH	"count of station depth using DEPTH_AT_STATION (count(depthA, depthB, ... depthJ))"	
SIVDEPTH	"std dev station depth using DEPTH_AT_STATION (stdev(depthA, depthB, ... depthJ))"	
SIXDEPTH	"mean station depth using DEPTH_AT_STATION (mean(depthA, depthB, ... depthJ))"	
SS16LDIA	"16th percentile of bottom substrate diameter using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (percentile(16, wtA, wtB, ... wtJ))"	
SS25LDIA	"25th percentile of bottom substrate diameter using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (percentile(25, wtA, wtB, ... wtJ))"	
SS50LDIA	"50th percentile of bottom substrate diameter using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (percentile(50, wtA, wtB, ... wtJ))"	
SS75LDIA	"75th percentile of bottom substrate diameter using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (percentile(75, wtA, wtB, ... wtJ))"	
SS84LDIA	"84th percentile of bottom substrate diameter using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (percentile(84 wtA, wtB, ... wtJ))"	
SSFCBEDROCK	"fractional cover of bedrock using SS_BEDROCK (mean(wtA, wtB, ... wtJ))"	
SSFCBOULDERS	"fractional cover of Boulder using SS_BOULDER (mean(wtA, wtB, ... wtJ))"	
SSFCCOBBLE	"fractional cover of Cobble using SS_COBBLE (mean(wtA, wtB, ... wtJ))"	
SSFCGRAVEL	"fractional cover of gravel using SS_GRAVEL (mean(wtA, wtB, ... wtJ))"	
SSFCORGANIC	"fractional cover of organic using SS_ORGANIC (mean(wtA, wtB, ... wtJ))"	
SSFCOTHER	"fractional cover of other substrate using SS_OTHER (mean(wtA, wtB, ... wtJ))"	
SSFCSAND	"fractional cover of sand using SS_SAND (mean(wtA, wtB, ... wtJ))"	
SSFCSILT	"fractional cover of silt using SS_SILT (mean(wtA, wtB, ... wtJ))"	
SSFCWOOD	"fractional cover of wood using SS_WOOD (mean(wtA, wtB, ... wtJ))"	
SSFPBEDROCK	"fractional presence of bedrock using SS_BEDROCK (mean(atA, atB, ... atJ))"	
SSFPBOULDERS	"fractional presence of Boulder using SS_BOULDER (mean(atA, atB, ... atJ))"	
SSFPCOBBLE	"fractional presence of Cobble using SS_COBBLE (mean(atA, atB, ... atJ))"	
SSFPGRAVEL	"fractional presence of gravel using SS_GRAVEL (mean(atA, atB, ... atJ))"	
SSFPORGANIC	"fractional presence of organic using SS_ORGANIC (mean(atA, atB, ... atJ))"	
SSFPOTHER	"fractional presence of other substrate using SS_OTHER (mean(atA, atB, ... atJ))"	
SSFPSAND	"fractional presence of sand using SS_SAND (mean(atA, atB, ... atJ))"	
SSFPSILT	"fractional presence of silt using SS_SILT (mean(atA, atB, ... atJ))"	
SSFPWOOD	"fractional presence of wood using SS_WOOD (mean(atA, atB, ... atJ))"	
SSISITEVARIETY	"Number of substrate classes present at a site using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (count of substrate classes noted anywhere in site.)"	
SSISTAVARIETY	"Mean number of substrate classes present in each station using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (mean(count of substrate classes at each station))"	
SSNBEDROCK	"number of stations with bedrock data using SS_BEDROCK (count(atA, atB... atJ))"	
SSNBOULDERS	"number of stations with boulder data using SS_BOULDERS (count(atA, atB... atJ))"	
SSNCOBBLE	"number of stations with cobble data using SS_COBBLE (count(atA, atB... atJ))"	
SSNGRAVEL	"number of stations with gravel data using SS_GRAVEL (count(atA, atB... atJ))"	
SSNORGANIC	"number of stations with organic data using SS_ORGANIC (count(atA, atB... atJ))"	
SSNOTHER	"number of stations with other substrate data using SS_OTHER (count(atA, atB... atJ))"	
SSNSAND	"number of stations with sand data using SS_SAND (count(atA, atB... atJ))"	
SSNSILT	"number of stations with silt data using SS_SILT (count(atA, atB... atJ))"	
SSNWOOD	"number of stations with wood data using SS_WOOD (count(atA, atB... atJ))"	
SSOFCLASS	"Mode of bottom substrate by cover using ssfcBedrock, ssfcBoulders, ssfcCobble, ssfcGravel, ssfcSand, ssfcSilt (space-delimited list of 1+ classes with sum(bsfcClass) = max(sum(bsfcClass)))"	
SSOPCLASS	"Mode of bottom substrate by presence using ssfpBedrock, ssfpBoulders, ssfpCobble, ssfpGravel, ssfpSand, ssfpSilt (space-delimited list of 1+ classes with presence = max(bsfp*))"	
SSVBEDROCK	"std dev. Cover of bedrock using SS_BEDROCK (stdev(wtA, wtB, wtC... wtJ))"	
SSVBOULDERS	"std dev. Cover of boulder using SS_BOULDERS (stdev(wtA, wtB, wtC... wtJ))"	
SSVCOBBLE	"std dev. Cover of cobble using SS_COBBLE (stdev(wtA, wtB, wtC... wtJ))"	
SSVGRAVEL	"std dev. Cover of gravel using SS_GRAVEL (stdev(wtA, wtB, wtC... wtJ))"	
SSVLDIA	"std dev. logged bottom substrate diameter (mineral) using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (stdev(Dm*Csm), where Dm=log10(characteristic diam), Csm=fractional cover of class at a station)"	
SSVORGANIC	"std dev. Cover of organic using SS_ORGANIC (stdev(wtA, wtB, wtC... wtJ))"	
SSVOTHER	"std dev. Cover of Other substrate using SS_OTHER (stdev(wtA, wtB, wtC... wtJ))"	
SSVSAND	"std dev. Cover of sand using SS_SAND (stdev(wtA, wtB, wtC... wtJ))"	
SSVSILT	"std dev. Cover of silt using SS_SILT (stdev(wtA, wtB, wtC... wtJ))"	
SSVWOOD	"std dev. Cover of wood using SS_WOOD (stdev(wtA, wtB, wtC... wtJ))"	
SSXLDIA	"mean logged bottom substrate diameter (mineral) using SS_BEDROCK, SS_BOULDER, SS_COBBLE, SS_GRAVEL, SS_SAND, SS_SILT, SS_ORGANIC, SS_OTHER, SS_WOOD (mean(Dm*Csm), where Dm=log10(characteristic diam), Csm=fractional cover of class at a station)"	
PSTL_CODE	"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands.  No missing values allowed."	
SITE_ID	"The NLA Site ID  for the study and year sampled.  Preferred form is NLAnn_MM-xxxxx  where  nn is current cycle year (07, 12, 17, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing values allowed."	
UNIQUE_ID	"Unique site ID based on location that does not depend on year sampled or any other factor.  Form is NLA_ss_nnnnn  where ss state and nnnnn is number that starts at 10001.   No missing or \blank\"" values allowed."""	
DATE_COL	Date of sample collection	
VISIT_NO	Sequential number of visit to site	|1|2
PUBLICATION_DATE	Date the dataset was published to the NARS site	
UID	Unique identifier for the site/visit	
